iter	RMSE
241	0.3930316656
242	0.3929675902
243	0.3928454434
244	0.3927600241
245	0.3926523857
246	0.3925382079
247	0.3924378839
248	0.3923634194
249	0.3922530001
250	0.3921670272
251	0.392078266
252	0.3919869017
253	0.3919020372
254	0.3918355327
255	0.3917372127
256	0.3916338682
257	0.391521381
258	0.3914297824
259	0.3913579869
260	0.3912529311
261	0.3911510418
262	0.3910551509
263	0.3909679181
264	0.3908783737
265	0.3907766842
266	0.3906919213
267	0.3906043853
268	0.3905091327
269	0.3903953048
270	0.3903215167
271	0.3902392591
272	0.3901438756
273	0.3900369208
274	0.389965492
275	0.3898976074
276	0.3897971834
277	0.3897007596
278	0.3896197669
279	0.3895003171
280	0.3894158351
281	0.3893268011
282	0.3892332787
283	0.3891747115
284	0.3891099547
285	0.3890205984
286	0.3889306804
287	0.3888494192
288	0.3887597478
289	0.3886972751
290	0.3885998464
291	0.3885106466
292	0.388437909
293	0.3883699107
294	0.3883046143
295	0.3882160587
296	0.3881330248
297	0.3880456685
298	0.3879722551
299	0.3878987036
300	0.3878163825
301	0.3877438084
302	0.3876665186
303	0.38759021
304	0.3875159944
305	0.3874544586
306	0.3874035525
307	0.3873339414
308	0.3872870955
309	0.3872369672
310	0.3871664882
311	0.3870998371
312	0.3870254159
313	0.3869466667
314	0.386872837
315	0.3867828511
316	0.3867280312
317	0.3866591102
318	0.3865867028
319	0.3865247578
320	0.3864684606
321	0.3864071718
322	0.3863504581
323	0.3862614887
324	0.3862002636
325	0.3861266051
326	0.3860569703
327	0.3860046403
328	0.3859461667
329	0.3858848074
330	0.3858184804
331	0.3857463134
332	0.3856907218
333	0.385616634
334	0.3855394356
335	0.385491204
336	0.3854406584
337	0.3853536931
338	0.385295321
339	0.3852360748
340	0.3851780637
341	0.3851307437
342	0.3850819421
343	0.385021684
344	0.3849590345
345	0.3849103433
346	0.3848513301
347	0.3847869614
348	0.3847158583
349	0.3846708754
350	0.3845966889
351	0.3845319799
352	0.3844712064
353	0.3844003414
354	0.3843519189
355	0.3842836635
356	0.3842320429
357	0.3841640679
358	0.3841160086
359	0.3840577214
360	0.3840059726
361	0.3839519226
362	0.3838743226
363	0.3838169859
364	0.3837605662
365	0.3837141126
366	0.3836514337
367	0.3836004608
368	0.3835415561
369	0.3834695168
370	0.3834356202
371	0.3833819482
372	0.3833142833
373	0.3832819446
374	0.3832135903
375	0.3831616802
376	0.3831021744
377	0.3830503119
378	0.3829860121
379	0.3829256542
380	0.3828783534
381	0.3828263317
382	0.3827824586
383	0.3827307764
384	0.3826788445
385	0.3826407538
386	0.3825801089
387	0.3825195296
388	0.3824797662
389	0.3824200297
390	0.3823651054
391	0.3823218733
392	0.3822751844
393	0.3822450963
394	0.3821877067
395	0.3821419779
396	0.3820859104
397	0.3820428173
398	0.3819767501
399	0.3819344947
400	0.3818833911
401	0.3818443778
402	0.3818057913
403	0.3817617539
404	0.3817060402
405	0.3816619098
406	0.3816091692
407	0.381557482
408	0.3815201616
409	0.3814727173
410	0.3814283433
411	0.381377533
412	0.3813274952
413	0.3812907523
414	0.3812616436
415	0.3812193523
416	0.3811758799
417	0.3811187625
418	0.3810629111
419	0.3810056106
420	0.3809612449
421	0.3809081586
422	0.3808638326
423	0.380821859
424	0.3807735174
425	0.3807267825
426	0.3806740381
427	0.3806441466
428	0.3805887501
429	0.3805446625
430	0.3805040702
431	0.380452991
432	0.3804140068
433	0.3803655513
434	0.3803195107
435	0.380286492
436	0.3802420621
437	0.3801993678
438	0.3801504259
439	0.3800997087
440	0.3800655289
441	0.3800185605
442	0.3799859587
443	0.3799497367
444	0.3799129125
445	0.3798652683
446	0.3798234404
447	0.3797778532
448	0.3797309946
449	0.3796895017
450	0.3796621174
451	0.3796197075
452	0.3795805257
453	0.3795293865
454	0.3794776322
455	0.3794393933
456	0.3794069267
457	0.3793608742
458	0.379330341
459	0.3792981207
460	0.3792477785
461	0.3792131058
462	0.379166538
463	0.3791291316
464	0.379081681
465	0.3790478592
466	0.3790207168
467	0.378983557
468	0.3789472629
469	0.3789088414
470	0.3788771197
471	0.3788362062
472	0.3788026488
473	0.3787679515
474	0.378730362
475	0.3786984665
476	0.3786658108
477	0.3786289577
478	0.3785991385
479	0.3785605986
480	0.3785280415
481	0.3785033552
482	0.3784738898
483	0.3784371234
484	0.3784032418
485	0.3783616161
486	0.3783340055
487	0.3782887214
488	0.3782672749
489	0.3782356538
490	0.3781893904
491	0.3781579415
492	0.3781249404
493	0.3780892299
494	0.3780469936
495	0.3780116426
496	0.3779840276
497	0.3779429633
498	0.3779100392
499	0.377861929
500	0.3778341538
501	0.377796285
502	0.3777697852
503	0.3777349844
504	0.3777082765
505	0.3776765909
506	0.3776396389
507	0.3776122697
508	0.3775844786
509	0.3775494063
510	0.3775290923
511	0.3775003678
512	0.3774666032
513	0.3774382927
514	0.3774069898
515	0.3773706379
516	0.3773345478
517	0.3773067279
518	0.3772759261
519	0.377242175
520	0.3772088513
521	0.377180546
522	0.377156185
523	0.3771256512
524	0.3770884831
525	0.3770555901
526	0.3770419647
527	0.3770105917
528	0.3769757085
529	0.3769510475
530	0.3769237938
531	0.3768911836
532	0.3768582738
533	0.3768084546
534	0.3767720811
535	0.3767297254
536	0.3767030941
537	0.3766790305
538	0.3766487753
539	0.3766180656
540	0.3765960963
541	0.3765737271
542	0.3765425638
543	0.3765072227
544	0.3764797294
545	0.3764595687
546	0.3764274253
547	0.3763919474
548	0.3763635265
549	0.3763301118
550	0.3762966611
551	0.3762542616
552	0.3762302402
553	0.3762061206
554	0.3761767371
555	0.3761494387
556	0.3761063881
557	0.3760790858
558	0.3760492664
559	0.3760279186
560	0.3760067622
561	0.3759730314
562	0.3759470194
563	0.3759154922
564	0.3758875639
565	0.3758674371
566	0.3758305654
567	0.3757977758
568	0.3757682893
569	0.3757383583
570	0.3757145882
571	0.3756813159
572	0.375646712
573	0.3756170421
574	0.3755887487
575	0.3755546548
576	0.3755213549
577	0.3754953516
578	0.3754633694
579	0.3754366574
580	0.3754088859
581	0.3753788968
582	0.375354227
583	0.3753288588
584	0.3752969493
585	0.3752657469
586	0.3752249852
587	0.3751944773
588	0.3751723725
589	0.3751422681
590	0.3751105186
591	0.3750795071
592	0.3750529447
593	0.3750237922
594	0.3749891213
595	0.3749645139
596	0.3749314321
597	0.374901544
598	0.3748767792
599	0.3748495601
600	0.3748196811
601	0.3747993789
602	0.3747752305
603	0.3747602257
604	0.3747430784
605	0.3747189751
606	0.3746855287
607	0.3746491343
608	0.3746243983
609	0.3745988309
610	0.3745765063
611	0.3745540568
612	0.3745258427
613	0.3744988288
614	0.3744656897
615	0.3744393051
616	0.3744123921
617	0.3743794472
618	0.3743508194
619	0.3743207598
620	0.3742937222
621	0.374267038
622	0.3742407738
623	0.3742208303
624	0.3742018736
625	0.3741716069
626	0.374148325
627	0.3741235255
628	0.3741051029
629	0.3740781824
630	0.3740470036
631	0.3740303941
632	0.3740052694
633	0.3739900022
634	0.3739698298
635	0.3739455896
636	0.3739280085
637	0.3739068256
638	0.3738816823
639	0.3738550747
640	0.3738379471
641	0.3738154834
642	0.3737977977
643	0.3737791213
644	0.3737556649
645	0.3737322809
646	0.3737142142
647	0.3736927008
648	0.3736773384
649	0.3736519567
650	0.3736312004
651	0.3736072707
652	0.3735910394
653	0.3735662819
654	0.37354137
655	0.3735251241
656	0.3734975394
657	0.3734632581
658	0.3734402676
659	0.3734157342
660	0.3733780086
661	0.3733595356
662	0.3733404555
663	0.373317705
664	0.3732824514
665	0.3732649936
666	0.3732438279
667	0.3732102295
668	0.37319078
669	0.373168954
670	0.3731406282
671	0.3731117515
672	0.3730778748
673	0.3730636122
674	0.373046397
675	0.3730318665
676	0.3730156121
677	0.3729969696
678	0.3729719017
679	0.3729503704
680	0.3729329501
681	0.3729055726
682	0.3728877041
683	0.3728689825
684	0.3728432591
685	0.3728227819
686	0.3728103901
687	0.3727936236
688	0.3727714149
689	0.3727532631
690	0.3727273271
691	0.3727026359
692	0.3726817391
693	0.3726633788
694	0.3726410841
695	0.3726245109
696	0.3726145647
697	0.3725985145
698	0.3725781319
699	0.3725587998
700	0.3725374455
701	0.3725140823
702	0.37249413
703	0.3724739747
704	0.3724551522
705	0.3724369148
706	0.3724093865
707	0.3723822878
708	0.3723669247
709	0.372353014
710	0.3723284328
711	0.3723113973
712	0.3722896718
713	0.3722729563
714	0.3722441059
715	0.3722256675
716	0.3722059264
717	0.3721777704
718	0.3721646209
719	0.3721488246
720	0.3721349623
721	0.372121219
722	0.3721065625
723	0.3720889522
724	0.3720638359
725	0.372048775
726	0.3720360477
727	0.3720131334
728	0.3719905353
729	0.3719599446
730	0.3719461607
731	0.371931168
732	0.3719109496
733	0.3718912142
734	0.3718738041
735	0.3718550683
736	0.3718264048
737	0.3718132709
738	0.3717932882
739	0.3717763445
740	0.3717632576
741	0.3717373336
742	0.3717225884
743	0.371701183
744	0.3716858528
745	0.3716712469
746	0.3716458272
747	0.3716338053
748	0.3716109856
749	0.3715948329
750	0.3715722079
751	0.3715576235
752	0.3715429947
753	0.3715237068
754	0.371502438
755	0.3714885709
756	0.3714674957
757	0.3714566596
758	0.3714330876
759	0.3714192369
760	0.3714004136
761	0.3713804671
762	0.3713625169
763	0.3713417735
764	0.3713276265
765	0.3713117116
766	0.3712970957
767	0.3712794377
768	0.3712566138
769	0.3712377777
770	0.3712192353
771	0.3712064303
772	0.3711883258
773	0.3711741562
774	0.3711573073
775	0.3711375364
776	0.3711144712
777	0.3710980646
778	0.3710814726
779	0.3710605164
780	0.3710445307
781	0.371028217
782	0.3710133941
783	0.3710029255
784	0.3709795925
785	0.3709684007
786	0.3709559106
787	0.3709446296
788	0.3709368458
789	0.3709182605
790	0.3709024817
791	0.3708716389
792	0.3708590559
793	0.3708506497
794	0.3708409871
795	0.3708256334
796	0.3708047782
797	0.3707938312
798	0.3707825074
799	0.3707617253
800	0.3707307102
801	0.3707176673
802	0.3706972092
803	0.3706802665
804	0.3706596227
805	0.3706376981
806	0.3706250088
807	0.3706128242
808	0.3705898189
809	0.3705675927
810	0.3705599261
811	0.3705366551
812	0.3705263635
813	0.3705143213
814	0.3704953064
815	0.3704770328
816	0.3704553391
817	0.3704363404
818	0.3704188052
819	0.3703988826
820	0.3703812948
821	0.3703652133
822	0.3703512662
823	0.3703333786
824	0.3703210038
825	0.3703086644
826	0.3702923865
827	0.3702772267
828	0.3702645745
829	0.3702494745
830	0.3702309612
831	0.3702193264
832	0.3702042152
833	0.3701808788
834	0.3701651891
835	0.3701518663
836	0.3701379299
837	0.3701198502
838	0.3701009482
839	0.3700837057
840	0.3700635877
841	0.3700521428
842	0.3700318134
843	0.3700094038
844	0.3699962996
845	0.3699857011
846	0.3699624397
847	0.3699476284
848	0.3699317279
849	0.3699179904
850	0.3698972902
851	0.3698834969
852	0.3698684536
853	0.3698551864
854	0.3698310971
855	0.3698119283
856	0.3698004163
857	0.3697835898
858	0.3697641519
859	0.3697503307
860	0.3697332504
861	0.3697186269
862	0.3696959217
863	0.3696749279
864	0.3696539337
865	0.3696408711
866	0.3696275494
867	0.3696122595
868	0.3695942152
869	0.369582495
870	0.3695630729
871	0.3695434706
872	0.3695222008
873	0.3695086339
874	0.3694977705
875	0.3694822514
876	0.3694691187
877	0.3694567618
878	0.3694391411
879	0.3694286926
880	0.3694199042
881	0.3694074268
882	0.369389958
883	0.3693652297
884	0.3693437749
885	0.3693311375
886	0.3693160631
887	0.3692927
888	0.3692772477
889	0.3692655673
890	0.3692442173
891	0.369235451
892	0.3692210098
893	0.3692107141
894	0.3691944788
895	0.3691739376
896	0.3691551482
897	0.3691392286
898	0.3691232716
899	0.3691101715
900	0.3690964108
901	0.3690800814
902	0.3690646073
903	0.369051325
904	0.3690372878
905	0.3690230561
906	0.3690102167
907	0.368996157
908	0.3689828059
909	0.3689629967
910	0.3689472637
911	0.3689314787
912	0.3689169216
913	0.3688989028
914	0.368878338
915	0.3688663162
916	0.3688580445
917	0.3688445471
918	0.3688252843
919	0.3688119522
920	0.3687985877
921	0.3687821346
922	0.3687714161
923	0.3687528604
924	0.3687460638
925	0.3687306834
926	0.3687129576
927	0.3687032877
928	0.3686940198
929	0.3686824962
930	0.368669869
931	0.3686551836
932	0.3686387409
933	0.3686195783
934	0.368601405
935	0.3685887354
936	0.3685768777
937	0.3685598158
938	0.3685394406
939	0.3685301829
940	0.3685233643
941	0.3685072553
942	0.3684927864
943	0.3684785207
944	0.3684562503
945	0.3684410318
946	0.3684262698
947	0.3684089183
948	0.3683921041
949	0.3683770403
950	0.3683624545
951	0.3683484969
952	0.3683341481
953	0.3683223577
954	0.368311406
955	0.3682953495
956	0.368283827
957	0.3682737665
958	0.3682551363
959	0.3682454506
960	0.3682302181
961	0.3682194497
962	0.3682069495
963	0.3681872477
964	0.3681722795
965	0.3681551313
966	0.3681389833
967	0.3681267599
968	0.3681151126
969	0.3681029473
970	0.368094292
971	0.368087275
972	0.3680716528
973	0.368059647
974	0.3680492415
975	0.3680373622
976	0.3680194966
977	0.3680117941
978	0.3680004048
979	0.3679820175
980	0.3679695795
981	0.3679537157
982	0.3679421502
983	0.3679350987
984	0.3679204147
985	0.3679051509
986	0.3678888732
987	0.3678782126
988	0.3678709152
989	0.3678583639
990	0.3678471497
991	0.3678319869
992	0.3678208704
993	0.3678033602
994	0.3677893363
995	0.3677802636
996	0.3677667752
997	0.3677499661
998	0.3677366369
999	0.3677285777
1000	0.3677147653
1001	0.3677005825
1002	0.3676912704
1003	0.3676761648
1004	0.3676703387
1005	0.3676539294
1006	0.3676414444
1007	0.3676354815
1008	0.3676211555
1009	0.3676092832
1010	0.3675954466
1011	0.3675884953
1012	0.3675677324
1013	0.3675539556
1014	0.367540614
1015	0.3675304017
1016	0.367517067
1017	0.3674982812
1018	0.3674861609
1019	0.3674698566
1020	0.3674541854
1021	0.367444696
1022	0.3674304679
1023	0.3674196261
1024	0.3674084048
1025	0.3673967644
1026	0.3673846757
1027	0.3673782298
1028	0.3673638285
1029	0.3673508328
1030	0.3673381692
1031	0.3673297146
1032	0.3673209463
1033	0.3673069385
1034	0.367293808
1035	0.3672854045
1036	0.3672729576
1037	0.367256053
1038	0.3672507529
1039	0.3672414661
1040	0.367231974
1041	0.3672174373
1042	0.3672069015
1043	0.3671987794
1044	0.3671809096
1045	0.3671683004
1046	0.3671598695
1047	0.3671455712
1048	0.3671353197
1049	0.3671206214
1050	0.3671118811
1051	0.3670993414
1052	0.3670837852
1053	0.3670711402
1054	0.3670577982
1055	0.3670440601
1056	0.367034315
1057	0.3670233637
1058	0.3670085583
1059	0.3669969801
1060	0.3669915744
1061	0.3669824084
1062	0.3669733663
1063	0.3669640778
1064	0.3669496749
1065	0.3669436191
1066	0.3669348834
1067	0.3669207535
1068	0.3669107674
1069	0.3668988301
1070	0.3668913523
1071	0.3668812957
1072	0.3668679237
1073	0.3668631604
1074	0.3668521663
1075	0.3668472864
1076	0.3668358193
1077	0.3668229667
1078	0.3668160273
1079	0.3668044282
1080	0.3667911184
1081	0.3667793581
1082	0.3667718396
1083	0.3667589905
1084	0.3667501303
1085	0.3667429055
1086	0.3667361148
1087	0.3667223604
1088	0.3667091561
1089	0.3666980103
1090	0.366687135
1091	0.366676546
1092	0.3666640281
1093	0.3666472179
1094	0.3666361944
1095	0.36662183
1096	0.3666145973
1097	0.3665978104
1098	0.3665921091
1099	0.3665776409
1100	0.3665661857
1101	0.3665535913
1102	0.3665400156
1103	0.366531949
1104	0.3665169231
1105	0.3665055428
1106	0.3664955676
1107	0.3664881969
1108	0.3664768035
1109	0.3664621098
1110	0.3664497641
1111	0.366436304
1112	0.366422082
1113	0.3664129707
1114	0.3664006888
1115	0.3663885705
1116	0.3663828657
1117	0.3663688066
1118	0.366355618
1119	0.3663416442
1120	0.3663294147
1121	0.3663117917
1122	0.3663071053
1123	0.36629739
1124	0.3662889683
1125	0.3662789752
1126	0.3662715356
1127	0.3662602224
1128	0.3662446266
1129	0.3662330175
1130	0.3662198066
1131	0.3662144333
1132	0.3662008352
1133	0.3661881042
1134	0.3661830958
1135	0.3661736126
1136	0.3661615623
1137	0.3661529972
1138	0.3661375537
1139	0.3661294985
1140	0.3661185588
1141	0.3661049119
1142	0.3660950252
1143	0.3660837934
1144	0.3660719887
1145	0.3660588907
1146	0.3660487589
1147	0.366037851
1148	0.3660304037
1149	0.3660223346
1150	0.3660076095
1151	0.36599841
1152	0.3659833342
1153	0.3659682963
1154	0.3659582743
1155	0.36594907
1156	0.3659373981
1157	0.3659332774
1158	0.3659173165
1159	0.3659031088
1160	0.3658913493
1161	0.3658797142
1162	0.3658746265
1163	0.3658641151
1164	0.3658525866
1165	0.3658384199
1166	0.3658255336
1167	0.3658137518
1168	0.3658076269
1169	0.3658000288
1170	0.365789238
1171	0.3657818058
1172	0.365766861
1173	0.3657550839
1174	0.3657398934
1175	0.3657249338
1176	0.3657119055
1177	0.3656976859
1178	0.3656844667
1179	0.3656717445
1180	0.3656644881
1181	0.3656507672
1182	0.365641784
1183	0.3656244448
1184	0.3656167193
1185	0.3656089423
1186	0.3656002507
1187	0.3655930804
1188	0.3655824823
1189	0.3655710222
1190	0.3655589119
1191	0.3655472505
1192	0.3655355622
1193	0.3655277246
1194	0.3655187098
1195	0.3655083637
1196	0.3654911122
1197	0.3654792741
1198	0.3654623557
1199	0.3654508943
1200	0.3654461707
1201	0.3654395416
1202	0.3654303216
1203	0.3654174945
1204	0.3654051852
1205	0.3653923985
1206	0.3653811841
1207	0.3653736897
1208	0.3653612816
1209	0.3653490288
1210	0.3653435633
1211	0.3653323046
1212	0.365327359
1213	0.365319199
1214	0.3653075726
1215	0.3653031719
1216	0.3652933472
1217	0.3652837551
1218	0.3652760505
1219	0.3652632716
1220	0.3652520509
1221	0.3652413567
1222	0.3652219495
1223	0.3652069305
1224	0.3651967171
1225	0.3651896656
1226	0.3651786564
1227	0.3651644026
1228	0.3651552953
1229	0.3651464407
1230	0.3651350602
1231	0.3651265407
1232	0.3651188661
1233	0.3651110814
1234	0.3651006764
1235	0.3650836899
1236	0.3650764231
1237	0.3650709712
1238	0.3650613072
1239	0.3650473767
1240	0.3650373241
1241	0.3650219166
1242	0.3650080346
1243	0.3649968407
1244	0.3649842425
1245	0.3649742203
1246	0.3649581076
1247	0.3649525216
1248	0.3649364169
1249	0.364928223
1250	0.3649222181
1251	0.3649155191
1252	0.3649070653
1253	0.3648941345
1254	0.3648850676
1255	0.3648731896
1256	0.3648642819
1257	0.3648529369
1258	0.3648421371
1259	0.3648342713
1260	0.3648233094
1261	0.3648136862
1262	0.364803587
1263	0.3647963463
1264	0.3647871355
1265	0.3647766067
1266	0.3647657983
1267	0.3647569611
1268	0.3647468338
1269	0.3647366857
1270	0.3647307175
1271	0.3647255458
1272	0.3647084893
1273	0.3646938988
1274	0.3646876206
1275	0.3646748794
1276	0.3646679002
1277	0.3646557103
1278	0.3646477318
1279	0.3646357505
1280	0.3646318698
1281	0.364620013
1282	0.3646129052
1283	0.3646058392
1284	0.3645949831
1285	0.3645822658
1286	0.3645724779
1287	0.3645592424
1288	0.364550865
1289	0.3645396373
1290	0.364533982
1291	0.3645299394
1292	0.3645161468
1293	0.3645078239
1294	0.3644968654
1295	0.3644873707
1296	0.3644777297
1297	0.3644667923
1298	0.3644569584
1299	0.3644417812
1300	0.3644331687
1301	0.364421952
1302	0.3644164461
1303	0.3644021523
1304	0.3643917037
1305	0.3643875373
1306	0.3643776263
1307	0.3643582965
1308	0.3643508263
1309	0.3643432883
1310	0.3643367798
1311	0.3643286059
1312	0.3643175526
1313	0.3643095886
1314	0.3642939032
1315	0.3642829523
1316	0.3642724672
1317	0.364261956
1318	0.3642528519
1319	0.3642476839
1320	0.3642410744
1321	0.3642341852
1322	0.3642245249
1323	0.3642133538
1324	0.3642077141
1325	0.3641935028
1326	0.3641888523
1327	0.3641759333
1328	0.3641651936
1329	0.364156548
1330	0.364152553
1331	0.3641410307
1332	0.3641371577
1333	0.3641264682
1334	0.364118782
1335	0.3641084308
1336	0.3641023014
1337	0.3640946519
1338	0.3640851894
1339	0.3640802706
1340	0.3640740077
1341	0.3640620531
1342	0.3640565968
1343	0.3640466043
1344	0.3640357777
1345	0.3640266548
1346	0.3640169753
1347	0.3640113861
1348	0.3640010496
1349	0.3639962292
1350	0.3639790359
1351	0.3639691761
1352	0.3639683411
1353	0.3639611527
1354	0.3639582084
1355	0.3639544446
1356	0.3639454652
1357	0.3639367714
1358	0.3639290575
1359	0.3639185041
1360	0.3639052818
1361	0.3638985963
1362	0.3638947425
1363	0.363883664
1364	0.3638750691
1365	0.3638687772
1366	0.363857217
1367	0.3638483256
1368	0.3638389019
1369	0.3638294548
1370	0.3638186068
1371	0.3638117082
1372	0.363800828
1373	0.3637916786
1374	0.3637817316
1375	0.3637747207
1376	0.36376572
1377	0.3637523777
1378	0.3637448294
1379	0.3637389431
1380	0.3637282816
1381	0.3637177096
1382	0.3637062002
1383	0.3637000748
1384	0.3636917143
1385	0.3636837452
1386	0.3636721498
1387	0.3636659098
1388	0.363657144
1389	0.3636475816
1390	0.3636367006
1391	0.3636296741
1392	0.3636203475
1393	0.3636102328
1394	0.3636003624
1395	0.3635885241
1396	0.3635791325
1397	0.3635699648
1398	0.3635641234
1399	0.3635589905
1400	0.3635491677
1401	0.3635392931
1402	0.3635356981
1403	0.363521762
1404	0.3635107608
1405	0.363499926
1406	0.3634949133
1407	0.3634885042
1408	0.3634829955
1409	0.3634735724
1410	0.3634554366
1411	0.3634462889
1412	0.3634327916
1413	0.3634291923
1414	0.3634210911
1415	0.3634128577
1416	0.3634072597
1417	0.3634002121
1418	0.3633950035
1419	0.3633837483
1420	0.363378744
1421	0.3633721564
1422	0.3633655577
1423	0.3633577175
1424	0.3633490877
1425	0.3633411707
1426	0.3633298208
1427	0.3633210838
1428	0.3633084153
1429	0.3633037148
1430	0.3632933503
1431	0.3632888239
1432	0.3632821661
1433	0.363271956
1434	0.3632610253
1435	0.3632496701
1436	0.3632397313
1437	0.3632298746
1438	0.3632235474
1439	0.3632186609
1440	0.3632089793
1441	0.3631970089
1442	0.3631914995
1443	0.3631796709
1444	0.3631694088
1445	0.363160571
1446	0.3631512706
1447	0.3631419118
1448	0.3631338119
1449	0.3631260451
1450	0.3631169905
1451	0.363106574
1452	0.3630984995
1453	0.3630893555
1454	0.3630780062
1455	0.3630698485
1456	0.363063061
1457	0.3630555532
1458	0.3630487185
1459	0.3630409427
1460	0.3630308631
1461	0.3630223319
1462	0.3630132121
1463	0.3630069653
1464	0.3629977559
1465	0.3629916697
1466	0.3629823008
1467	0.3629704339
1468	0.3629596181
1469	0.3629507007
1470	0.3629441154
1471	0.3629375136
1472	0.3629301798
1473	0.3629250996
1474	0.3629159028
1475	0.3629048163
1476	0.36288916
1477	0.3628832921
1478	0.3628740852
1479	0.3628640575
1480	0.3628548412
1481	0.3628454122
1482	0.3628309285
1483	0.3628157676
1484	0.3628121711
1485	0.3628040568
1486	0.3627933947
1487	0.3627848421
1488	0.3627785156
1489	0.3627701128
1490	0.3627615632
1491	0.3627485993
1492	0.3627396441
1493	0.3627335057
1494	0.362723194
1495	0.3627145097
1496	0.3627088431
1497	0.362697225
1498	0.3626923433
1499	0.3626806021
1500	0.362672757
1501	0.3626632335
1502	0.3626544898
1503	0.3626465878
1504	0.3626394865
1505	0.3626245399
1506	0.3626169827
1507	0.3626083988
1508	0.3625994289
1509	0.3625951452
1510	0.3625873868
1511	0.3625769548
