iter	RMSE
1512	0.3625687779
1513	0.3625599637
1514	0.3625551671
1515	0.3625451065
1516	0.3625401757
1517	0.3625325155
1518	0.3625283084
1519	0.3625215275
1520	0.3625131152
1521	0.3625050404
1522	0.3625005652
1523	0.3624933717
1524	0.3624878025
1525	0.3624831493
1526	0.3624785189
1527	0.3624665116
1528	0.3624604815
1529	0.3624538991
1530	0.3624465307
1531	0.3624430415
1532	0.3624287886
1533	0.3624208874
1534	0.3624113439
1535	0.3624076956
1536	0.3623993547
1537	0.3623942021
1538	0.3623858036
1539	0.3623777798
1540	0.3623708788
1541	0.3623645222
1542	0.3623597622
1543	0.3623500435
1544	0.3623415879
1545	0.3623320548
1546	0.3623256108
1547	0.3623157624
1548	0.3623056335
1549	0.3622975952
1550	0.3622925214
1551	0.3622840945
1552	0.3622751954
1553	0.3622681731
1554	0.3622621514
1555	0.3622507057
1556	0.3622435379
1557	0.3622369752
1558	0.3622317744
1559	0.3622243773
1560	0.3622175762
1561	0.3622132622
1562	0.3622052015
1563	0.3622004122
1564	0.3621875872
1565	0.3621796403
1566	0.3621705201
1567	0.3621603441
1568	0.3621521022
1569	0.3621434353
1570	0.3621354768
1571	0.3621288539
1572	0.362120657
1573	0.3621112177
1574	0.3621018137
1575	0.3620930754
1576	0.3620846776
1577	0.3620763533
1578	0.362071411
1579	0.3620616774
1580	0.3620523178
1581	0.3620450734
1582	0.3620411924
1583	0.3620319695
1584	0.3620243415
1585	0.3620148854
1586	0.362006778
1587	0.362000175
1588	0.3619934693
1589	0.3619875522
1590	0.361977937
1591	0.3619699053
1592	0.3619645302
1593	0.3619562366
1594	0.3619485753
1595	0.3619428743
1596	0.3619355058
1597	0.361930824
1598	0.3619234887
1599	0.3619188104
1600	0.3619047117
1601	0.3618987658
1602	0.3618894481
1603	0.3618829309
1604	0.3618783494
1605	0.3618701578
1606	0.3618627396
1607	0.3618587986
1608	0.3618545296
1609	0.3618475355
1610	0.3618373884
1611	0.3618301484
1612	0.3618254896
1613	0.3618165478
1614	0.3618105435
1615	0.3618012278
1616	0.3617925934
1617	0.3617853544
1618	0.3617757497
1619	0.3617671471
1620	0.3617600945
1621	0.3617527877
1622	0.3617462212
1623	0.3617410197
1624	0.3617341913
1625	0.3617267973
1626	0.361719606
1627	0.3617116602
1628	0.3617037302
1629	0.3617007065
1630	0.3616927642
1631	0.3616846254
1632	0.3616762449
1633	0.3616680528
1634	0.3616594808
1635	0.3616525498
1636	0.3616458105
1637	0.3616404272
1638	0.3616322929
1639	0.3616264343
1640	0.3616159166
1641	0.3616092849
1642	0.3615984848
1643	0.3615901544
1644	0.3615834749
1645	0.3615757713
1646	0.3615687651
1647	0.3615625192
1648	0.3615554096
1649	0.361542685
1650	0.3615362637
1651	0.361530833
1652	0.3615228607
1653	0.36151886
1654	0.3615152882
1655	0.361510077
1656	0.3615033358
1657	0.3614948992
1658	0.361487658
1659	0.3614791782
1660	0.3614724238
1661	0.361468383
1662	0.3614624328
1663	0.3614533554
1664	0.3614468511
1665	0.3614391386
1666	0.3614175159
1667	0.3614040032
1668	0.3613836595
1669	0.3613748582
1670	0.3613623676
1671	0.3613547214
1672	0.3613444962
1673	0.36133942
1674	0.3613343511
1675	0.3613208276
1676	0.3613128286
1677	0.3613042832
1678	0.3612952593
1679	0.361283417
1680	0.3612754669
1681	0.3612666898
1682	0.3612616038
1683	0.3612542218
1684	0.3612504339
1685	0.3612446014
1686	0.3612340738
1687	0.3612276562
1688	0.3612202554
1689	0.3612106267
1690	0.3612062716
1691	0.3611962981
1692	0.3611907858
1693	0.3611853684
1694	0.3611737171
1695	0.3611645946
1696	0.3611595952
1697	0.3611514252
1698	0.361141517
1699	0.3611369575
1700	0.3611310402
1701	0.3611224259
1702	0.3611190318
1703	0.3611142141
1704	0.3611056023
1705	0.3610998464
1706	0.3610910617
1707	0.361078472
1708	0.3610714498
1709	0.3610629761
1710	0.3610487813
1711	0.3610429306
1712	0.3610363459
1713	0.3610295295
1714	0.361023702
1715	0.3610188004
1716	0.3610121601
1717	0.3610083
1718	0.3609986357
1719	0.3609936495
1720	0.3609865921
1721	0.3609780754
1722	0.3609661898
1723	0.3609589354
1724	0.3609473829
1725	0.3609379005
1726	0.3609309293
1727	0.3609245545
1728	0.3609163567
1729	0.3609083095
1730	0.3609010324
1731	0.3608898288
1732	0.3608790818
1733	0.3608722474
1734	0.3608696178
1735	0.36086032
1736	0.3608523688
1737	0.3608457367
1738	0.3608365983
1739	0.3608335404
1740	0.3608260209
1741	0.360816285
1742	0.3608064492
1743	0.3608005117
1744	0.3607954185
1745	0.3607866904
1746	0.3607824429
1747	0.3607773648
1748	0.3607710096
1749	0.3607669583
1750	0.3607608854
1751	0.3607540765
1752	0.3607479881
1753	0.3607426684
1754	0.3607377888
1755	0.3607334828
1756	0.3607226159
1757	0.3607167947
1758	0.360712087
1759	0.3607041121
1760	0.3606986694
1761	0.3606924351
1762	0.3606888421
1763	0.3606824882
1764	0.3606744729
1765	0.3606635961
1766	0.3606561245
1767	0.3606489221
1768	0.360643128
1769	0.360633154
1770	0.3606264989
1771	0.3606219407
1772	0.36061316
1773	0.3606064974
1774	0.3605984852
1775	0.3605912843
1776	0.3605847587
1777	0.3605786624
1778	0.3605684623
1779	0.3605616078
1780	0.3605572997
1781	0.3605510723
1782	0.3605438045
1783	0.3605395387
1784	0.3605372832
1785	0.3605286211
1786	0.3605237336
1787	0.3605172912
1788	0.3605134187
1789	0.3605099215
1790	0.3605023581
1791	0.3604964051
1792	0.3604911367
1793	0.3604833126
1794	0.3604762372
1795	0.3604702616
1796	0.3604636676
1797	0.3604584268
1798	0.3604504919
1799	0.3604433113
1800	0.3604329085
1801	0.3604251321
1802	0.3604191858
1803	0.3604119084
1804	0.3604064383
1805	0.3604007439
1806	0.3603923353
1807	0.3603824691
1808	0.3603775062
1809	0.3603744243
1810	0.3603709009
1811	0.3603607876
1812	0.3603539141
1813	0.360347673
1814	0.3603384873
1815	0.3603280176
1816	0.3603201274
1817	0.3603135591
1818	0.3603070207
1819	0.3602996188
1820	0.3602940327
1821	0.3602898761
1822	0.3602854289
1823	0.3602763528
1824	0.3602707884
1825	0.3602627643
1826	0.3602539517
1827	0.3602488493
1828	0.360244287
1829	0.3602353135
1830	0.3602293303
1831	0.3602241022
1832	0.3602170841
1833	0.3602117097
1834	0.3602061027
1835	0.3602003452
1836	0.360196291
1837	0.3601904265
1838	0.3601812197
1839	0.3601749713
1840	0.3601692926
1841	0.360163555
1842	0.3601582652
1843	0.3601512271
1844	0.3601461922
1845	0.3601402671
1846	0.3601357084
1847	0.3601300838
1848	0.3601235726
1849	0.3601141326
1850	0.3601064108
1851	0.3600988807
1852	0.3600925248
1853	0.3600855006
1854	0.3600816508
1855	0.3600714066
1856	0.3600677357
1857	0.3600614577
1858	0.3600524353
1859	0.3600449112
1860	0.3600385564
1861	0.3600323982
1862	0.3600224443
1863	0.3600161948
1864	0.3600124507
1865	0.3600088651
1866	0.3600028612
1867	0.3599958939
1868	0.3599871422
1869	0.3599802999
1870	0.3599739
1871	0.3599676195
1872	0.3599637527
1873	0.3599590559
1874	0.3599529747
1875	0.3599475033
1876	0.359939603
1877	0.3599311717
1878	0.3599232588
1879	0.3599163183
1880	0.3599094195
1881	0.3599047422
1882	0.3598997079
1883	0.3598936073
1884	0.3598873187
1885	0.3598818073
1886	0.3598751071
1887	0.3598674164
1888	0.3598580948
1889	0.3598527711
1890	0.3598458543
1891	0.3598379765
1892	0.3598299432
1893	0.3598266199
1894	0.3598190503
1895	0.3598120583
1896	0.3598073548
1897	0.3598029214
1898	0.3597932381
1899	0.3597869012
1900	0.3597838755
1901	0.3597765082
1902	0.3597718781
1903	0.3597656755
1904	0.3597594667
1905	0.3597521331
1906	0.3597474658
1907	0.3597414838
1908	0.3597322512
1909	0.3597225957
1910	0.3597154411
1911	0.3597094701
1912	0.3597070555
1913	0.3596999603
1914	0.3596938946
1915	0.3596895473
1916	0.3596804035
1917	0.3596737136
1918	0.3596681909
1919	0.3596633684
1920	0.3596573632
1921	0.3596511176
1922	0.3596454267
1923	0.3596382448
1924	0.3596328036
1925	0.3596295522
1926	0.3596222926
1927	0.3596166267
1928	0.3596103964
1929	0.3596030031
1930	0.3595965379
1931	0.3595884644
1932	0.3595864767
1933	0.3595810264
1934	0.359577116
1935	0.3595729558
1936	0.3595630301
1937	0.3595578244
1938	0.3595531889
1939	0.359547022
1940	0.3595391137
1941	0.3595332565
1942	0.3595296146
1943	0.359523086
1944	0.3595139912
1945	0.3595058734
1946	0.3595021659
1947	0.3594977843
1948	0.359491331
1949	0.3594842886
1950	0.359476405
1951	0.3594716385
1952	0.3594646147
1953	0.3594551082
1954	0.3594463201
1955	0.3594402646
1956	0.3594337173
1957	0.3594279615
1958	0.3594233794
1959	0.3594192658
1960	0.35941623
1961	0.3594113659
1962	0.3594055874
1963	0.3593992976
1964	0.3593942445
1965	0.3593875317
1966	0.359381567
1967	0.3593748491
1968	0.359369477
1969	0.3593637826
1970	0.3593562073
1971	0.3593486739
1972	0.3593447661
1973	0.3593389179
1974	0.3593336949
1975	0.359329345
1976	0.3593239312
1977	0.3593202141
1978	0.3593142777
1979	0.3593103991
1980	0.3593044145
1981	0.3592975325
1982	0.359292092
1983	0.3592877963
1984	0.3592814099
1985	0.3592754021
1986	0.3592693634
1987	0.3592626682
1988	0.3592550178
1989	0.359247666
1990	0.3592405615
1991	0.3592337907
1992	0.3592296277
1993	0.3592231371
1994	0.359215811
1995	0.3592116498
1996	0.3592078233
1997	0.3592004284
1998	0.3591969926
1999	0.3591906532
